trade_date,entry_price,exit_price,side,pnl_points,ret_pct
2024-01-16,17480.0,17333.0,S,141.0,0.8066361556064072
2024-01-22,17816.0,17817.0,S,-7.0,-0.03929052537045352
2024-02-01,17956.0,17986.0,S,-36.0,-0.20049008687903763
2024-02-05,18008.0,18086.0,S,-84.0,-0.46645935139937805
2024-02-16,18683.0,18634.0,S,43.0,0.23015575657014398
2024-02-19,18680.0,18671.0,S,3.0,0.016059957173447537
2024-02-22,18887.0,18889.0,S,-8.0,-0.042357176894160006
2024-02-23,18990.0,18913.0,S,71.0,0.37388098999473407
2024-02-27,18950.0,18867.0,S,77.0,0.4063324538258575
2024-03-01,18968.0,18961.0,S,1.0,0.005272037115141291
2024-03-04,19144.0,19314.0,S,-176.0,-0.9193480986209779
2024-03-06,19282.0,19509.0,S,-233.0,-1.2083808733533865
2024-03-07,19688.0,19709.0,S,-27.0,-0.1371393742381146
2024-03-13,19994.0,19927.0,S,61.0,0.3050915274582375
2024-03-19,19816.0,19867.0,S,-57.0,-0.2876463463867582
2024-03-26,20280.0,20187.0,S,87.0,0.42899408284023666
2024-04-02,20350.0,20523.0,S,-179.0,-0.8796068796068797
2024-04-09,20538.0,20874.0,S,-342.0,-1.6652059596844873
2024-04-10,20822.0,20851.0,S,-35.0,-0.1680914417443089
2024-04-11,20706.0,20753.0,S,-53.0,-0.2559644547474162
2024-04-15,20544.0,20508.0,S,30.0,0.14602803738317757
2024-04-18,20070.0,20358.0,S,-294.0,-1.4648729446935727
2024-04-19,19840.0,19546.0,S,288.0,1.4516129032258065
2024-04-25,19940.0,19885.0,S,49.0,0.24573721163490472
2024-04-29,20350.0,20552.0,S,-208.0,-1.0221130221130221
2024-05-02,20250.0,20291.0,S,-47.0,-0.23209876543209876
2024-05-03,20548.0,20382.0,S,160.0,0.7786645902277594
2024-05-07,20733.0,20650.0,S,77.0,0.3713886075338832
2024-05-14,20892.0,21013.0,S,-127.0,-0.6078881868657859
2024-05-20,21435.0,21302.0,S,127.0,0.5924889199906694
2024-05-22,21293.0,21583.0,S,-296.0,-1.3901282111492042
2024-05-23,21630.0,21604.0,S,20.0,0.09246417013407304
2024-05-28,21892.0,21954.0,S,-68.0,-0.3106157500456788
2024-05-29,21865.0,21722.0,S,137.0,0.6265721472673222
2024-05-30,21512.0,21391.0,S,115.0,0.5345853477129044
2024-06-04,21560.0,21320.0,S,234.0,1.085343228200371
2024-06-14,22274.0,22511.0,S,-243.0,-1.0909580677022537
2024-06-17,22430.0,22477.0,S,-53.0,-0.2362906821221578
2024-06-21,23034.0,23210.0,S,-182.0,-0.7901363202222801
2024-06-27,22614.0,22793.0,S,-185.0,-0.8180772972494914
2024-07-02,22838.0,22831.0,S,1.0,0.004378667133724494
2024-07-03,23073.0,23185.0,S,-118.0,-0.5114202747800459
2024-07-04,23487.0,23624.0,S,-143.0,-0.6088474475241623
2024-07-05,23659.0,23570.0,S,83.0,0.3508178705777928
2024-07-08,23545.0,23913.0,S,-374.0,-1.5884476534296028
2024-07-11,24251.0,24367.0,S,-122.0,-0.5030720382664633
2024-07-12,24038.0,23808.0,S,224.0,0.9318578916715201
2024-07-16,23830.0,24002.0,S,-178.0,-0.7469576164498531
2024-07-17,23980.0,23679.0,S,295.0,1.2301918265221017
2024-07-18,23294.0,23383.0,S,-95.0,-0.40783034257748774
2024-07-31,22050.0,22290.0,S,-246.0,-1.1156462585034013
2024-08-02,22000.0,21533.0,S,461.0,2.0954545454545457
2024-08-08,20680.0,20696.0,S,-22.0,-0.10638297872340426
2024-08-12,21650.0,21677.0,S,-33.0,-0.15242494226327946
2024-08-14,22104.0,21978.0,S,120.0,0.5428881650380022
2024-08-19,22400.0,22361.0,S,33.0,0.14732142857142858
